Textbox151,Textbox8,InventLocationId1,InventLocationName,Textbox153,Textbox45,Textbox46,Textbox47,Textbox63,Textbox48,Textbox90,Textbox104,Textbox131,CustAccount,CustName,LogisticsAddressStreet,LogisticsAddressZipCodeId,LogisticsAddressCity,LogisticsAddressCountryRegionId,SalesId,CustomerRef,CarrierName,Textbox41,Textbox70,Textbox42,Textbox43,Textbox64,Textbox118,Textbox44,Textbox123,Textbox92,Textbox128,Textbox114,Textbox133,SalesOriginId,ItemId,ItemName1,DlvDate1,SalesQty,RemainSalesPhysical,InventQtyPicked,InventQtyPickRemain,toProcessQty,InventQtyOnHand,PickingListId,ToProcess
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO043830,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPAMG215A00,Arm kit WALKY/WT,2024-04-01,1,1,0,1,1,0,83639_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO043830,,Carrier,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,BMG1696MHR08.45673,Toothed arm,2024-04-01,1,1,0,1,0,0,83640_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO043915,EMAIL ORDER,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,CA103.5330,Power cable for connect control unit to solar panel,2024-04-01,10,3,0,3,0,0,83135_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO044238,LUKE EMAIL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,RB400R10/AU01,Sliding gates operator up to 400KG AU 250v,2024-04-12,4,4,0,4,4,71,83728_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO044238,LUKE EMAIL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,EDSWGR01,Radio digital selector possibility to control 3 channels,2024-04-12,10,10,0,10,10,80,83729_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1774,SEC-PRO CORPORATION,"UNIT 7
33 BUCKINGHAM DRIVE",6065,WANGARA,AUS,SO044238,LUKE EMAIL,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPRBA3R10,"REPLACEMENT CONTROL BOARD FOR ROBUS 400/600/1000, RUN1500 **",2024-04-12,1,1,0,1,0,0,83730_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1838,Ace Automation - Pickup from Nice Australia,"Local Pick up.
5 MAB Eastern Promenade",5042,Tonsley,AUS,SO043823,12952,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,CM-B.1630,Key lock,2024-04-01,1,1,0,1,0,0,83122_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,8SDBAGOSPC,SINGLE SWING OPERATOR WITH DRIVE BOLT FACILITY- OUTSWING ARM,2024-04-15,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,8SDBAGSTDPC,SINGLE SWING OPERATOR WITH DRIVE BOLT FACILITY,2024-04-15,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,AMG508A00,Sidemount LH Plate for GDS 8,2024-04-15,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,MLECA485,Magnetic Lock 485Kg Hold/Force,2024-04-15,1,1,0,1,1,2,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,UZ485,Z bracket for ECA MAG Locks,2024-04-15,1,1,0,1,1,1,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,MLECA485,Magnetic Lock 485Kg Hold/Force,2024-04-15,1,1,0,1,1,2,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1882,Priority door solutions,22 Bahrview Drive,4207,BAHRS SCRUB,AUS,SO044020,,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,UZ485,Z bracket for ECA MAG Locks,2024-04-15,1,1,0,1,1,1,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO043795,214089,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PRMB07FL,Long WINGO / MOBY front shell group,2024-04-30,1,1,0,1,0,0,83118_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO043795,214089,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PRWNG09,WINGO24 rear shells spare parts,2024-04-30,1,1,0,1,0,0,83119_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO043992,214327,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPMCA2R10,"MC424R10 control board ** compatible with MC424**
",2024-04-01,4,2,0,2,0,0,83252_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO043992,214327,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPPOA3R10,Spare Control Board for Hopp HO7124,2024-04-01,4,2,0,2,0,0,83253_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO044159,Nick,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PRHK02,Spare Arms group HYKE,2024-04-26,1,1,0,1,0,0,83523_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO044159,Nick,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,TO4024,24vdc irreversible actuator with encoder and mechanical stop,2024-04-26,3,3,0,3,0,0,83598_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1886,Franbridge Distributors,"unit 1, 78 heathcote road",2170,MOOREBANK,AUS,SO044239,214610,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,HO7124R10/AU01,"Hopp 24vdc 2.4m, artic. arm, built in controls 250v",2024-04-12,1,1,0,1,1,13,83733_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1928,Shade Collective,Collect from Nice Tonsley,5042,Tonsley,AUS,SO044097,Sample,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,131212801,Limit switch crown RevoLine S Ø 43.5mm Acmeda Technolight,2024-05-03,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1928,Shade Collective,Collect from Nice Tonsley,5042,Tonsley,AUS,SO044097,Sample,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,131191401,Motorkupplung rastbar,2024-05-03,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU1928,Shade Collective,Collect from Nice Tonsley,5042,Tonsley,AUS,SO044097,Sample,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,131212301,Motorkupplung rastbar,2024-05-03,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2105,Australian Gate Centre P/L,TNT Depot,2136,Enfield,AUS,SO044191,P.WHITE PH CALL / TRANSGRID,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,OP 630LAGS,Operator Only 630LAGS Slider,2024-04-12,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2105,Australian Gate Centre P/L,TNT Depot,2136,Enfield,AUS,SO044191,P.WHITE PH CALL / TRANSGRID,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-12,1,1,0,1,1,99,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2327,Gate Drive Solutions Ltd,105 Roseberry Ave Birkenhead North Shore City,626,Auckland,NZL,SO043838,202410-B,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPBCU1,Barrier replacement control card M/LBAR,2024-05-01,1,1,0,1,1,2,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2327,Gate Drive Solutions Ltd,105 Roseberry Ave Birkenhead North Shore City,626,Auckland,NZL,SO043838,202410-B,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPAMG287A00A,LBARR10 Gear Box Kit,2024-05-01,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2327,Gate Drive Solutions Ltd,105 Roseberry Ave Birkenhead North Shore City,626,Auckland,NZL,SO043838,202410-B,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,SPMTG10700A,LBARR10 electric motor assembly spare part,2024-05-01,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,450LIAGSBELT,Belt Drive .55Kw Operator,2024-04-17,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,AT10,"Timing belt 100,000*16",2024-04-17,18,18,0,18,18,217,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,GPO RCD DIN,"GPO RCD DIN
",2024-04-17,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,AMG525A00,200-250 Raised Feet Mounting Kit,2024-04-17,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,AMG503A00,Spacer Kit for Chain and Belt,2024-04-17,18,18,0,18,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044213,Phone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-17,2,2,0,2,2,98,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044214,PHone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LIAGSCH,Chain Slider: inc tensioner kit - (no chain or spacers),2024-04-19,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044214,PHone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,GPO RCD DIN,"GPO RCD DIN
",2024-04-19,2,2,0,2,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044214,PHone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,S CHAIN&SPACER,"Chain & Spacer Kit
- 08B Chain x 1 mtrs
- 1 x Spacer Kit",2024-04-19,30,30,0,30,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2556,Brushware,"Unit 8,
1472 Boundary Road",4076,WACOL,AUS,SO044214,PHone Order,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-04-19,2,2,0,2,2,98,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2651,TAC Installations,DARRYN MANDER1 Lang Street,5089,Highbury,AUS,SO044119,2007 - 2023,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,450LV-LIAG,24v Slider AGB Std LV-Chassis Inbuilt Ctrl S/S Cover,2024-05-13,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2651,TAC Installations,DARRYN MANDER1 Lang Street,5089,Highbury,AUS,SO044119,2007 - 2023,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,940P I,Slider PLC High Speed Inbuilt,2024-05-13,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2651,TAC Installations,DARRYN MANDER1 Lang Street,5089,Highbury,AUS,SO044119,2007 - 2023,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PSC 2000,UPSPowershield Commander 2000,2024-05-13,1,1,0,1,1,1,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2651,TAC Installations,DARRYN MANDER1 Lang Street,5089,Highbury,AUS,SO044119,2007 - 2023,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,UPS WIRING KIT,UPS Wiring Kit into Encl,2024-05-13,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2651,TAC Installations,DARRYN MANDER1 Lang Street,5089,Highbury,AUS,SO044119,2007 - 2023,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,Ch 606030SS316,Enclosure S/S 600Hx600Wx300D,2024-05-13,2,2,0,2,2,21,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2786,Trilect Automation LTD,"13 Laureston Ave
Papatoetoe",2025,Auckland,NOR,SO044165,53507,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,630LAGS,Slider 0.75kW Limit Sep Control,2024-05-01,5,5,0,5,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2786,Trilect Automation LTD,"13 Laureston Ave
Papatoetoe",2025,Auckland,NOR,SO044165,53507,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,4DLAGSTDSS,Swing 180W Dual Operators-AGB,2024-05-01,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2786,Trilect Automation LTD,"13 Laureston Ave
Papatoetoe",2025,Auckland,NOR,SO044165,53507,Customer,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PE BPE-50,EMX PE 12/24V Wireless PE,2024-05-01,6,6,0,6,6,94,,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2827,Digital Home Systems Pty Ltd,17 Northern Road,3081,HEIDELBERG WEST,AUS,SO043588,66151881,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,3.0171E+11,"Fibaro Double Smart Module FGS-224 921,4 Mhz",2024-04-01,10,4,0,4,0,0,83100_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2827,Digital Home Systems Pty Ltd,17 Northern Road,3081,HEIDELBERG WEST,AUS,SO044058,66151913,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,WM009C,NWay module 9 channel,2024-03-28,1,1,0,1,0,0,83368_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2827,Digital Home Systems Pty Ltd,17 Northern Road,3081,HEIDELBERG WEST,AUS,SO044231,66151925,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,BF,Pair of phot.for outdoor use,2024-04-16,2,2,0,2,2,10,83713_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU2827,Digital Home Systems Pty Ltd,17 Northern Road,3081,HEIDELBERG WEST,AUS,SO044231,66151925,TNT,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,3.01703E+11,"Fibaro Double Switch FGS 223 ZW5 921,4 MHz",2024-04-16,10,10,0,10,10,3,83714_099,Yes
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3100,Royal Queensland Yacht Squadron,578 Royal Esplanade,4179,MANLY,AUS,SO044180,Peter Watkins,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,S GEA630,Gearbox 630 30:1 large slider,2024-04-15,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3141,CUSTOMER TO COLLECT,,,,AUS,SO043640,87193,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,PMD2103.4610,Bushing,2024-04-01,1,1,0,1,0,0,83107_099,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3141,CUSTOMER TO COLLECT,,,,AUS,SO043640,87193,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,CM-N2.1630,Ser. Ø25x20/0°÷180° con uscita 0°-180° cifratura unica 7102,2024-04-02,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3141,CUSTOMER TO COLLECT,,,,AUS,SO043640,87193,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,HPM0007,Clip for key lock,2024-04-02,1,1,0,1,0,0,,No
Warehouse,Description,AU01,Nice Australia Home Automation,Customer account,Name,Street ,Postcode,City,Country/Region,Sales order,Customer's reference,Carrier name,AU3158,Danmar Contracting,50 Barnard Grove,3101,KEW,AUS,SO044195,,,Sales origin,Item number,Item name,Delivery date,Ordered ,To be delivered,Picked,Remainder to be picked,To be processed,Available physical,Picking list,ATP,OR,450LV-LIAG,24v Slider AGB Std LV-Chassis Inbuilt Ctrl S/S Cover,2024-04-18,2,2,0,2,0,0,,No
